account_id,as_of_date,balance_amount,update_ts
ACCT02989,2025-12-22,79866.7,2025-12-22 20:00:00
ACCT02989,2025-12-22,80181.63,2025-12-22 19:00:00
ACCT02990,2025-12-22,61985.93,2025-12-22 14:00:00
ACCT02991,2025-12-22,16116.75,2025-12-22 16:00:00
ACCT02992,2025-12-22,40164.87,2025-12-22 16:00:00
ACCT02992,2025-12-22,41229.55,2025-12-22 12:00:00
ACCT02993,2025-12-22,60998.1,2025-12-22 23:00:00
ACCT02995,2025-12-22,41009.22,2025-12-22 05:00:00
ACCT02995,2025-12-22,40208.02,2025-12-22 00:00:00
ACCT02996,2025-12-22,45681.12,2025-12-22 10:00:00
ACCT02996,2025-12-22,43914.79,2025-12-22 04:00:00
ACCT02997,2025-12-22,74879.38,2025-12-22 23:00:00
ACCT02999,2025-12-22,23942.08,2025-12-22 19:00:00
ACCT02999,2025-12-22,24561.59,2025-12-22 05:00:00
ACCT03000,2025-12-22,44902.73,2025-12-22 12:00:00
ACCT03000,2025-12-22,43964.83,2025-12-22 03:00:00
ACCT03001,2025-12-22,33345.55,2025-12-22 07:00:00
ACCT03002,2025-12-22,41578.99,2025-12-22 12:00:00
ACCT03003,2025-12-22,8801.25,2025-12-22 09:00:00
ACCT03004,2025-12-22,54973.92,2025-12-22 23:00:00
ACCT03004,2025-12-22,54114.12,2025-12-22 17:00:00
ACCT03005,2025-12-22,45523.28,2025-12-22 03:00:00
ACCT03005,2025-12-22,45741.71,2025-12-22 16:00:00
ACCT03006,2025-12-22,80671.73,2025-12-22 11:00:00
ACCT03007,2025-12-22,69561.83,2025-12-22 05:00:00
ACCT03007,2025-12-22,67136.07,2025-12-22 23:00:00
ACCT03009,2025-12-22,47856.56,2025-12-22 21:00:00
ACCT03010,2025-12-22,27809.12,2025-12-22 13:00:00
ACCT03012,2025-12-22,72904.58,2025-12-22 09:00:00
ACCT03012,2025-12-22,72968.75,2025-12-22 11:00:00
ACCT03013,2025-12-22,83054.65,2025-12-22 06:00:00
ACCT03014,2025-12-22,106417.38,2025-12-22 12:00:00
ACCT03016,2025-12-22,7170.66,2025-12-22 22:00:00
ACCT03017,2025-12-22,62377.01,2025-12-22 04:00:00
ACCT03017,2025-12-22,64197.04,2025-12-22 07:00:00
ACCT03018,2025-12-22,48928.17,2025-12-22 14:00:00
ACCT03018,2025-12-22,47904.67,2025-12-22 12:00:00
ACCT03019,2025-12-22,81476.6,2025-12-22 16:00:00
ACCT03019,2025-12-22,80979.33,2025-12-22 19:00:00
ACCT03020,2025-12-22,61229.85,2025-12-22 08:00:00
ACCT03021,2025-12-22,52517.7,2025-12-22 00:00:00
ACCT03022,2025-12-22,65980.52,2025-12-22 10:00:00
ACCT03023,2025-12-22,50720.36,2025-12-22 12:00:00
ACCT03024,2025-12-22,37547.99,2025-12-22 15:00:00
ACCT03025,2025-12-22,58458.66,2025-12-22 18:00:00
ACCT03026,2025-12-22,39629.96,2025-12-22 13:00:00
ACCT03027,2025-12-22,51181.07,2025-12-22 13:00:00
ACCT03028,2025-12-22,62875.48,2025-12-22 09:00:00
ACCT03029,2025-12-22,26972.92,2025-12-22 04:00:00
ACCT03029,2025-12-22,25796.78,2025-12-22 04:00:00
ACCT03030,2025-12-22,50151.75,2025-12-22 08:00:00
ACCT03030,2025-12-22,49372.99,2025-12-22 03:00:00
ACCT03031,2025-12-22,6983.64,2025-12-22 07:00:00
ACCT03032,2025-12-22,7998.78,2025-12-22 04:00:00
ACCT03032,2025-12-22,7748.05,2025-12-22 08:00:00
ACCT03033,2025-12-22,54601.18,2025-12-22 08:00:00
ACCT03034,2025-12-22,43241.13,2025-12-22 18:00:00
ACCT03034,2025-12-22,45616.22,2025-12-22 19:00:00
ACCT03035,2025-12-22,57617.41,2025-12-22 22:00:00
ACCT03036,2025-12-22,15311.64,2025-12-22 16:00:00
ACCT03037,2025-12-22,53345.6,2025-12-22 02:00:00
ACCT03037,2025-12-22,52858.92,2025-12-22 07:00:00
ACCT03038,2025-12-22,46622.83,2025-12-22 00:00:00
ACCT03039,2025-12-22,40018.9,2025-12-22 06:00:00
ACCT03040,2025-12-22,87077.83,2025-12-22 20:00:00
ACCT03042,2025-12-22,43991.04,2025-12-22 10:00:00
ACCT03042,2025-12-22,46775.77,2025-12-22 11:00:00
ACCT03044,2025-12-22,35989.45,2025-12-22 10:00:00
ACCT03044,2025-12-22,35261.47,2025-12-22 12:00:00
ACCT03045,2025-12-22,21880.54,2025-12-22 02:00:00
ACCT03045,2025-12-22,21866.71,2025-12-22 21:00:00
ACCT03046,2025-12-22,27782.37,2025-12-22 03:00:00
ACCT03046,2025-12-22,28026.34,2025-12-22 10:00:00
ACCT03047,2025-12-22,19381.02,2025-12-22 18:00:00
ACCT03047,2025-12-22,18874.31,2025-12-22 14:00:00
ACCT03048,2025-12-22,57735.74,2025-12-22 01:00:00
ACCT03049,2025-12-22,1369.24,2025-12-22 13:00:00
ACCT03049,2025-12-22,1413.12,2025-12-22 19:00:00
ACCT03050,2025-12-22,4628.86,2025-12-22 03:00:00
ACCT03050,2025-12-22,4744.47,2025-12-22 15:00:00
ACCT03051,2025-12-22,27737.74,2025-12-22 12:00:00
ACCT03052,2025-12-22,60010.63,2025-12-22 16:00:00
ACCT03052,2025-12-22,59026.71,2025-12-22 21:00:00
ACCT03053,2025-12-22,9106.4,2025-12-22 13:00:00
ACCT03054,2025-12-22,30561.54,2025-12-22 06:00:00
ACCT03054,2025-12-22,29153.76,2025-12-22 14:00:00
ACCT03055,2025-12-22,24764.19,2025-12-22 08:00:00
ACCT03057,2025-12-22,80273.62,2025-12-22 00:00:00
ACCT03057,2025-12-22,77111.63,2025-12-22 00:00:00
ACCT03058,2025-12-22,56809.52,2025-12-22 21:00:00
ACCT03059,2025-12-22,71003.77,2025-12-22 05:00:00
ACCT03060,2025-12-22,76504.49,2025-12-22 13:00:00
ACCT03061,2025-12-22,59689.66,2025-12-22 16:00:00
ACCT03061,2025-12-22,60033.94,2025-12-22 16:00:00
ACCT03063,2025-12-22,57235.15,2025-12-22 18:00:00
ACCT03063,2025-12-22,57704.61,2025-12-22 22:00:00
ACCT03064,2025-12-22,48844.67,2025-12-22 21:00:00
ACCT03065,2025-12-22,72917.04,2025-12-22 13:00:00
ACCT03065,2025-12-22,70708.17,2025-12-22 05:00:00
ACCT03066,2025-12-22,27061.79,2025-12-22 09:00:00
ACCT03067,2025-12-22,59718.16,2025-12-22 03:00:00
ACCT03068,2025-12-22,75824.47,2025-12-22 18:00:00
ACCT03068,2025-12-22,79543.47,2025-12-22 18:00:00
ACCT03069,2025-12-22,49440.78,2025-12-22 18:00:00
ACCT03069,2025-12-22,51493.17,2025-12-22 06:00:00
ACCT03070,2025-12-22,38521.45,2025-12-22 07:00:00
ACCT03071,2025-12-22,42222.04,2025-12-22 07:00:00
ACCT03072,2025-12-22,98425.62,2025-12-22 11:00:00
ACCT03073,2025-12-22,43623.59,2025-12-22 17:00:00
ACCT03073,2025-12-22,42707.95,2025-12-22 23:00:00
ACCT03074,2025-12-22,117546.45,2025-12-22 08:00:00
ACCT03074,2025-12-22,112226.49,2025-12-22 17:00:00
ACCT03075,2025-12-22,19787.43,2025-12-22 06:00:00
ACCT03078,2025-12-22,78994.94,2025-12-22 15:00:00
ACCT03079,2025-12-22,88471.08,2025-12-22 02:00:00
ACCT03080,2025-12-22,84094.15,2025-12-22 10:00:00
ACCT03081,2025-12-22,9477.7,2025-12-22 15:00:00
ACCT03081,2025-12-22,9442.28,2025-12-22 18:00:00
ACCT03082,2025-12-22,53632.33,2025-12-22 21:00:00
ACCT03082,2025-12-22,54525.95,2025-12-22 02:00:00
ACCT03083,2025-12-22,48406.95,2025-12-22 19:00:00
ACCT03083,2025-12-22,47509.23,2025-12-22 17:00:00
ACCT03084,2025-12-22,36352.73,2025-12-22 06:00:00
ACCT03084,2025-12-22,37662.54,2025-12-22 18:00:00
ACCT03085,2025-12-22,9662.81,2025-12-22 01:00:00
ACCT03086,2025-12-22,50888.2,2025-12-22 03:00:00
ACCT03086,2025-12-22,50358.58,2025-12-22 05:00:00
ACCT03087,2025-12-22,79324.24,2025-12-22 00:00:00
ACCT03087,2025-12-22,79243.77,2025-12-22 23:00:00
ACCT03088,2025-12-22,84575.77,2025-12-22 05:00:00
ACCT03088,2025-12-22,84472.48,2025-12-22 20:00:00
ACCT03089,2025-12-22,44809.88,2025-12-22 17:00:00
ACCT03089,2025-12-22,46030.44,2025-12-22 01:00:00
ACCT03090,2025-12-22,47370.69,2025-12-22 02:00:00
ACCT03091,2025-12-22,17527.21,2025-12-22 10:00:00
ACCT03091,2025-12-22,17731.2,2025-12-22 21:00:00
ACCT03092,2025-12-22,66424.8,2025-12-22 04:00:00
ACCT03093,2025-12-22,105354.58,2025-12-22 22:00:00
ACCT03094,2025-12-22,72481.37,2025-12-22 12:00:00
ACCT03095,2025-12-22,26238.69,2025-12-22 13:00:00
ACCT03097,2025-12-22,99358.94,2025-12-22 06:00:00
ACCT03099,2025-12-22,24330.1,2025-12-22 18:00:00
ACCT03100,2025-12-22,47642.92,2025-12-22 12:00:00
ACCT03101,2025-12-22,59019.7,2025-12-22 10:00:00
ACCT03102,2025-12-22,99029.02,2025-12-22 07:00:00
ACCT03103,2025-12-22,83319.69,2025-12-22 07:00:00
ACCT03104,2025-12-22,97505.03,2025-12-22 17:00:00
ACCT03105,2025-12-22,67748.89,2025-12-22 23:00:00
ACCT03106,2025-12-22,21168.5,2025-12-22 00:00:00
ACCT03106,2025-12-22,21384.22,2025-12-22 21:00:00
ACCT03107,2025-12-22,27116.62,2025-12-22 07:00:00
ACCT03107,2025-12-22,27482.65,2025-12-22 21:00:00
ACCT03108,2025-12-22,85504.59,2025-12-22 20:00:00
ACCT03109,2025-12-22,9163.48,2025-12-22 19:00:00
ACCT03110,2025-12-22,11288.67,2025-12-22 03:00:00
ACCT03110,2025-12-22,11674.76,2025-12-22 14:00:00
ACCT03111,2025-12-22,62034.73,2025-12-22 15:00:00
ACCT03111,2025-12-22,65306.86,2025-12-22 22:00:00
ACCT03112,2025-12-22,63356.41,2025-12-22 21:00:00
ACCT03112,2025-12-22,64718.47,2025-12-22 22:00:00
ACCT03114,2025-12-22,10184.52,2025-12-22 19:00:00
ACCT03115,2025-12-22,95319.79,2025-12-22 16:00:00
ACCT03116,2025-12-22,36953.36,2025-12-22 09:00:00
ACCT03117,2025-12-22,38816.55,2025-12-22 01:00:00
ACCT03117,2025-12-22,38390.13,2025-12-22 00:00:00
ACCT03118,2025-12-22,70696.24,2025-12-22 17:00:00
ACCT03119,2025-12-22,75388.32,2025-12-22 14:00:00
ACCT03120,2025-12-22,15089.83,2025-12-22 09:00:00
ACCT03121,2025-12-22,4489.76,2025-12-22 15:00:00
ACCT03122,2025-12-22,29639.33,2025-12-22 12:00:00
ACCT03122,2025-12-22,29269.94,2025-12-22 00:00:00
ACCT03123,2025-12-22,71552.71,2025-12-22 00:00:00
ACCT03124,2025-12-22,259.91,2025-12-22 19:00:00
ACCT03125,2025-12-22,47402.6,2025-12-22 16:00:00
ACCT03125,2025-12-22,46613.02,2025-12-22 23:00:00
ACCT03126,2025-12-22,58621.02,2025-12-22 07:00:00
ACCT03126,2025-12-22,56034.67,2025-12-22 15:00:00
ACCT03128,2025-12-22,53467.39,2025-12-22 10:00:00
ACCT03128,2025-12-22,52000.55,2025-12-22 18:00:00
ACCT03129,2025-12-22,43379.06,2025-12-22 16:00:00
ACCT03129,2025-12-22,42513.74,2025-12-22 14:00:00
ACCT03130,2025-12-22,63676.71,2025-12-22 22:00:00
ACCT03131,2025-12-22,64069.58,2025-12-22 22:00:00
ACCT03131,2025-12-22,64607.57,2025-12-22 07:00:00
ACCT03132,2025-12-22,61073.6,2025-12-22 04:00:00
ACCT03132,2025-12-22,63687.77,2025-12-22 03:00:00
ACCT03133,2025-12-22,74862.09,2025-12-22 23:00:00
ACCT03133,2025-12-22,71108.18,2025-12-22 01:00:00
ACCT03134,2025-12-22,55939.46,2025-12-22 09:00:00
ACCT03135,2025-12-22,70298.63,2025-12-22 09:00:00
ACCT03135,2025-12-22,68795.11,2025-12-22 17:00:00
ACCT03136,2025-12-22,65973.26,2025-12-22 10:00:00
ACCT03136,2025-12-22,64953.93,2025-12-22 16:00:00
ACCT03137,2025-12-22,80158.7,2025-12-22 08:00:00
ACCT03137,2025-12-22,79253.32,2025-12-22 04:00:00
ACCT03138,2025-12-22,40501.26,2025-12-22 02:00:00
ACCT03138,2025-12-22,40123.61,2025-12-22 22:00:00
ACCT03139,2025-12-22,47014.31,2025-12-22 05:00:00
ACCT03140,2025-12-22,47896.71,2025-12-22 04:00:00
ACCT03140,2025-12-22,48359.72,2025-12-22 10:00:00
ACCT03141,2025-12-22,57356.48,2025-12-22 06:00:00
ACCT03141,2025-12-22,59723.86,2025-12-22 21:00:00
ACCT03142,2025-12-22,82190.62,2025-12-22 10:00:00
ACCT03144,2025-12-22,58304.91,2025-12-22 19:00:00
ACCT03145,2025-12-22,28058.16,2025-12-22 01:00:00
ACCT03145,2025-12-22,28134.37,2025-12-22 09:00:00
ACCT03146,2025-12-22,40746.31,2025-12-22 04:00:00
ACCT03147,2025-12-22,109914.31,2025-12-22 11:00:00
ACCT03148,2025-12-22,41844.99,2025-12-22 09:00:00
ACCT03148,2025-12-22,42529.49,2025-12-22 17:00:00
ACCT03149,2025-12-22,107237.76,2025-12-22 23:00:00
ACCT03151,2025-12-22,57269.23,2025-12-22 04:00:00
ACCT03152,2025-12-22,38927.9,2025-12-22 00:00:00
ACCT03153,2025-12-22,68308.21,2025-12-22 22:00:00
ACCT03154,2025-12-22,66816.46,2025-12-22 23:00:00
ACCT03155,2025-12-22,33231.07,2025-12-22 07:00:00
ACCT03156,2025-12-22,60335.44,2025-12-22 02:00:00
ACCT03157,2025-12-22,78763.12,2025-12-22 02:00:00
ACCT03158,2025-12-22,32612.78,2025-12-22 07:00:00
ACCT03159,2025-12-22,68199.24,2025-12-22 15:00:00
ACCT03160,2025-12-22,26501.63,2025-12-22 18:00:00
ACCT03160,2025-12-22,26371.5,2025-12-22 13:00:00
ACCT03161,2025-12-22,3735.72,2025-12-22 10:00:00
ACCT03162,2025-12-22,82812.49,2025-12-22 04:00:00
ACCT03162,2025-12-22,80398.95,2025-12-22 08:00:00
ACCT03163,2025-12-22,34381.19,2025-12-22 12:00:00
ACCT03164,2025-12-22,63465.2,2025-12-22 00:00:00
ACCT03164,2025-12-22,64007.19,2025-12-22 09:00:00
ACCT03166,2025-12-22,23180.03,2025-12-22 18:00:00
ACCT03167,2025-12-22,50946.57,2025-12-22 20:00:00
ACCT03168,2025-12-22,16688.69,2025-12-22 14:00:00
ACCT03169,2025-12-22,98062.57,2025-12-22 19:00:00
ACCT03171,2025-12-22,3845.08,2025-12-22 00:00:00
ACCT03172,2025-12-22,44490.54,2025-12-22 23:00:00
ACCT03173,2025-12-22,41250.76,2025-12-22 07:00:00
ACCT03173,2025-12-22,40958.51,2025-12-22 00:00:00
ACCT03174,2025-12-22,73258.69,2025-12-22 15:00:00
ACCT03174,2025-12-22,70198.93,2025-12-22 04:00:00
ACCT03175,2025-12-22,97814.65,2025-12-22 08:00:00
ACCT03176,2025-12-22,54703.23,2025-12-22 21:00:00
ACCT03176,2025-12-22,54387.84,2025-12-22 14:00:00
ACCT03177,2025-12-22,58673.3,2025-12-22 22:00:00
ACCT03178,2025-12-22,59249.55,2025-12-22 18:00:00
ACCT03179,2025-12-22,58783.93,2025-12-22 14:00:00
ACCT03179,2025-12-22,59724.1,2025-12-22 21:00:00
ACCT03180,2025-12-22,77253.45,2025-12-22 02:00:00
ACCT03181,2025-12-22,50693.15,2025-12-22 11:00:00
ACCT03181,2025-12-22,48034.86,2025-12-22 08:00:00
ACCT03182,2025-12-22,22695.62,2025-12-22 16:00:00
ACCT03182,2025-12-22,22734.87,2025-12-22 02:00:00
ACCT03183,2025-12-22,39893.94,2025-12-22 10:00:00
ACCT03183,2025-12-22,41170.75,2025-12-22 14:00:00
ACCT03185,2025-12-22,26897.57,2025-12-22 17:00:00
ACCT03186,2025-12-22,2811.95,2025-12-22 09:00:00
ACCT03187,2025-12-22,11367.71,2025-12-22 19:00:00
ACCT03188,2025-12-22,24661.9,2025-12-22 22:00:00
ACCT03188,2025-12-22,24918.97,2025-12-22 13:00:00
ACCT03189,2025-12-22,55715.62,2025-12-22 08:00:00
ACCT03190,2025-12-22,21292.59,2025-12-22 23:00:00
ACCT03191,2025-12-22,56808.13,2025-12-22 09:00:00
ACCT03191,2025-12-22,55692.38,2025-12-22 10:00:00
ACCT03192,2025-12-22,37400.7,2025-12-22 11:00:00
ACCT03192,2025-12-22,39178.7,2025-12-22 20:00:00
ACCT03193,2025-12-22,75078.2,2025-12-22 14:00:00
ACCT03193,2025-12-22,69636.94,2025-12-22 20:00:00
ACCT03194,2025-12-22,59662.55,2025-12-22 18:00:00
ACCT03195,2025-12-22,20538.76,2025-12-22 14:00:00
ACCT03196,2025-12-22,30754.02,2025-12-22 05:00:00
ACCT03196,2025-12-22,29950.24,2025-12-22 17:00:00
ACCT03197,2025-12-22,39254.19,2025-12-22 20:00:00
ACCT03198,2025-12-22,59905.97,2025-12-22 07:00:00
ACCT03199,2025-12-22,35142.78,2025-12-22 05:00:00
ACCT03199,2025-12-22,36852.72,2025-12-22 22:00:00
ACCT03200,2025-12-22,59148.17,2025-12-22 06:00:00
ACCT03201,2025-12-22,3495.02,2025-12-22 10:00:00
ACCT03202,2025-12-22,37140.45,2025-12-22 11:00:00
ACCT03202,2025-12-22,36048.79,2025-12-22 23:00:00
ACCT03203,2025-12-22,88979.19,2025-12-22 06:00:00
ACCT03203,2025-12-22,90514.67,2025-12-22 20:00:00
ACCT03204,2025-12-22,12014.35,2025-12-22 17:00:00
ACCT03205,2025-12-22,59388.73,2025-12-22 16:00:00
ACCT03205,2025-12-22,61601.02,2025-12-22 15:00:00
ACCT03206,2025-12-22,25822.08,2025-12-22 02:00:00
ACCT03207,2025-12-22,103092.11,2025-12-22 08:00:00
ACCT03207,2025-12-22,108022.16,2025-12-22 21:00:00
ACCT03209,2025-12-22,43456.29,2025-12-22 20:00:00
ACCT03210,2025-12-22,82582.48,2025-12-22 19:00:00
ACCT03211,2025-12-22,20322.93,2025-12-22 07:00:00
ACCT03211,2025-12-22,20644.04,2025-12-22 20:00:00
ACCT03212,2025-12-22,66452.86,2025-12-22 00:00:00
ACCT03212,2025-12-22,63866.35,2025-12-22 20:00:00
ACCT03213,2025-12-22,43254.4,2025-12-22 10:00:00
ACCT03213,2025-12-22,44698.71,2025-12-22 12:00:00
ACCT03215,2025-12-22,98880.05,2025-12-22 01:00:00
ACCT03217,2025-12-22,85108.9,2025-12-22 10:00:00
ACCT03218,2025-12-22,68634.89,2025-12-22 04:00:00
ACCT03219,2025-12-22,63426.13,2025-12-22 15:00:00
ACCT03220,2025-12-22,16531.83,2025-12-22 16:00:00
ACCT03221,2025-12-22,64033.42,2025-12-22 00:00:00
ACCT03221,2025-12-22,66614.08,2025-12-22 23:00:00
ACCT03222,2025-12-22,92274.33,2025-12-22 03:00:00
ACCT03223,2025-12-22,33226.15,2025-12-22 07:00:00
ACCT03224,2025-12-22,61630.82,2025-12-22 13:00:00
ACCT03225,2025-12-22,58771.23,2025-12-22 00:00:00
ACCT03226,2025-12-22,26210.47,2025-12-22 01:00:00
ACCT03226,2025-12-22,24863.24,2025-12-22 11:00:00
ACCT03227,2025-12-22,37752.12,2025-12-22 04:00:00
ACCT03227,2025-12-22,37225.28,2025-12-22 22:00:00
ACCT03228,2025-12-22,93883.62,2025-12-22 05:00:00
ACCT03229,2025-12-22,69676.89,2025-12-22 00:00:00
ACCT03229,2025-12-22,69142.93,2025-12-22 14:00:00
ACCT03230,2025-12-22,62608.83,2025-12-22 01:00:00
ACCT03231,2025-12-22,63818.46,2025-12-22 11:00:00
ACCT03232,2025-12-22,75140.79,2025-12-22 08:00:00
ACCT03233,2025-12-22,32802.42,2025-12-22 18:00:00
ACCT03234,2025-12-22,79105.83,2025-12-22 13:00:00
ACCT03234,2025-12-22,78999.99,2025-12-22 11:00:00
ACCT03235,2025-12-22,58069.36,2025-12-22 22:00:00
ACCT03235,2025-12-22,55186.89,2025-12-22 09:00:00
ACCT03236,2025-12-22,86520.66,2025-12-22 00:00:00
ACCT03237,2025-12-22,46623.3,2025-12-22 21:00:00
ACCT03238,2025-12-22,39722.42,2025-12-22 10:00:00
ACCT03239,2025-12-22,85995.04,2025-12-22 14:00:00
ACCT03240,2025-12-22,31993.17,2025-12-22 11:00:00
ACCT03241,2025-12-22,33244.65,2025-12-22 19:00:00
ACCT03241,2025-12-22,32486.78,2025-12-22 06:00:00
ACCT03242,2025-12-22,67248.41,2025-12-22 21:00:00
ACCT03242,2025-12-22,65736.79,2025-12-22 12:00:00
ACCT03243,2025-12-22,38146.5,2025-12-22 17:00:00
ACCT03244,2025-12-22,31647.49,2025-12-22 05:00:00
ACCT03244,2025-12-22,30001.56,2025-12-22 05:00:00
ACCT03245,2025-12-22,49757.03,2025-12-22 02:00:00
ACCT03245,2025-12-22,49769.8,2025-12-22 22:00:00
ACCT03246,2025-12-22,9513.22,2025-12-22 03:00:00
ACCT03246,2025-12-22,8819.0,2025-12-22 16:00:00
ACCT03247,2025-12-22,39800.78,2025-12-22 04:00:00
ACCT03248,2025-12-22,12388.08,2025-12-22 05:00:00
ACCT03248,2025-12-22,12752.56,2025-12-22 19:00:00
ACCT03249,2025-12-22,61639.1,2025-12-22 16:00:00
ACCT03250,2025-12-22,61200.81,2025-12-22 06:00:00
ACCT03250,2025-12-22,60331.6,2025-12-22 09:00:00
ACCT03251,2025-12-22,66656.05,2025-12-22 19:00:00
ACCT03251,2025-12-22,70384.04,2025-12-22 07:00:00
ACCT03252,2025-12-22,11791.51,2025-12-22 10:00:00
ACCT03253,2025-12-22,34183.89,2025-12-22 23:00:00
ACCT03253,2025-12-22,36112.7,2025-12-22 19:00:00
ACCT03254,2025-12-22,66466.77,2025-12-22 21:00:00
ACCT03254,2025-12-22,66613.02,2025-12-22 05:00:00
ACCT03255,2025-12-22,55372.94,2025-12-22 07:00:00
ACCT03255,2025-12-22,55207.18,2025-12-22 04:00:00
ACCT03256,2025-12-22,97846.96,2025-12-22 17:00:00
ACCT03256,2025-12-22,96970.46,2025-12-22 12:00:00
ACCT03257,2025-12-22,61190.67,2025-12-22 10:00:00
ACCT03258,2025-12-22,60774.36,2025-12-22 19:00:00
ACCT03259,2025-12-22,50605.54,2025-12-22 02:00:00
ACCT03259,2025-12-22,52303.03,2025-12-22 00:00:00
ACCT03260,2025-12-22,50559.9,2025-12-22 15:00:00
ACCT03261,2025-12-22,105988.62,2025-12-22 07:00:00
ACCT03262,2025-12-22,42350.86,2025-12-22 08:00:00
ACCT03265,2025-12-22,50077.51,2025-12-22 20:00:00
ACCT03265,2025-12-22,49231.51,2025-12-22 00:00:00
ACCT03266,2025-12-22,57469.31,2025-12-22 11:00:00
ACCT03266,2025-12-22,56700.2,2025-12-22 10:00:00
ACCT03267,2025-12-22,85922.22,2025-12-22 09:00:00
ACCT03269,2025-12-22,65668.07,2025-12-22 05:00:00
ACCT03269,2025-12-22,64546.12,2025-12-22 07:00:00
ACCT03270,2025-12-22,45130.78,2025-12-22 23:00:00
ACCT03270,2025-12-22,43068.41,2025-12-22 03:00:00
ACCT03271,2025-12-22,77994.42,2025-12-22 09:00:00
ACCT03272,2025-12-22,10848.66,2025-12-22 04:00:00
ACCT03272,2025-12-22,10729.64,2025-12-22 22:00:00
ACCT03273,2025-12-22,39500.21,2025-12-22 15:00:00
ACCT03273,2025-12-22,39374.09,2025-12-22 22:00:00
ACCT03274,2025-12-22,38803.78,2025-12-22 22:00:00
ACCT03275,2025-12-22,65229.51,2025-12-22 00:00:00
ACCT03276,2025-12-22,56550.9,2025-12-22 18:00:00
ACCT03276,2025-12-22,55949.89,2025-12-22 06:00:00
ACCT03277,2025-12-22,27530.06,2025-12-22 19:00:00
ACCT03278,2025-12-22,19026.29,2025-12-22 20:00:00
ACCT03279,2025-12-22,33605.36,2025-12-22 00:00:00
ACCT03280,2025-12-22,71042.66,2025-12-22 00:00:00
ACCT03281,2025-12-22,75123.59,2025-12-22 05:00:00
ACCT03281,2025-12-22,75171.14,2025-12-22 18:00:00
ACCT03282,2025-12-22,46189.58,2025-12-22 16:00:00
ACCT03284,2025-12-22,90102.84,2025-12-22 03:00:00
ACCT03285,2025-12-22,48852.45,2025-12-22 12:00:00
ACCT03286,2025-12-22,68147.33,2025-12-22 20:00:00
ACCT03287,2025-12-22,65476.31,2025-12-22 16:00:00
ACCT03288,2025-12-22,55439.57,2025-12-22 01:00:00
ACCT03289,2025-12-22,43554.59,2025-12-22 19:00:00
ACCT03290,2025-12-22,68200.02,2025-12-22 09:00:00
ACCT03291,2025-12-22,78660.2,2025-12-22 06:00:00
ACCT03292,2025-12-22,35484.09,2025-12-22 16:00:00
ACCT03292,2025-12-22,34240.04,2025-12-22 07:00:00
ACCT03293,2025-12-22,6368.02,2025-12-22 05:00:00
ACCT03293,2025-12-22,6312.47,2025-12-22 08:00:00
ACCT03295,2025-12-22,38714.64,2025-12-22 21:00:00
ACCT03296,2025-12-22,52666.44,2025-12-22 13:00:00
ACCT03296,2025-12-22,54982.98,2025-12-22 08:00:00
ACCT03297,2025-12-22,82294.03,2025-12-22 19:00:00
ACCT03298,2025-12-22,20350.67,2025-12-22 19:00:00
ACCT03298,2025-12-22,21072.61,2025-12-22 19:00:00
ACCT03299,2025-12-22,60404.43,2025-12-22 01:00:00
ACCT03299,2025-12-22,59946.55,2025-12-22 17:00:00
ACCT03300,2025-12-22,79958.34,2025-12-22 19:00:00
ACCT03301,2025-12-22,70237.91,2025-12-22 13:00:00
ACCT03302,2025-12-22,43215.1,2025-12-22 07:00:00
ACCT03302,2025-12-22,43630.02,2025-12-22 02:00:00
ACCT03303,2025-12-22,28532.28,2025-12-22 09:00:00
ACCT03303,2025-12-22,29657.86,2025-12-22 11:00:00
ACCT03304,2025-12-22,61590.86,2025-12-22 13:00:00
ACCT03304,2025-12-22,62724.99,2025-12-22 15:00:00
ACCT03305,2025-12-22,62085.57,2025-12-22 15:00:00
ACCT03306,2025-12-22,78748.21,2025-12-22 15:00:00
ACCT03306,2025-12-22,81628.8,2025-12-22 02:00:00
ACCT03307,2025-12-22,37953.88,2025-12-22 07:00:00
ACCT03308,2025-12-22,72946.14,2025-12-22 21:00:00
ACCT03308,2025-12-22,71398.06,2025-12-22 10:00:00
ACCT03310,2025-12-22,81048.27,2025-12-22 20:00:00
ACCT03311,2025-12-22,24474.1,2025-12-22 18:00:00
ACCT03311,2025-12-22,23481.6,2025-12-22 14:00:00
ACCT03312,2025-12-22,41585.68,2025-12-22 14:00:00
ACCT03312,2025-12-22,40317.21,2025-12-22 16:00:00
ACCT03313,2025-12-22,28726.93,2025-12-22 21:00:00
ACCT03313,2025-12-22,27123.66,2025-12-22 07:00:00
ACCT03314,2025-12-22,23993.02,2025-12-22 10:00:00
ACCT03315,2025-12-22,49502.32,2025-12-22 19:00:00
ACCT03315,2025-12-22,53120.01,2025-12-22 22:00:00
ACCT03316,2025-12-22,44971.79,2025-12-22 17:00:00
ACCT03317,2025-12-22,30817.14,2025-12-22 14:00:00
ACCT03317,2025-12-22,29965.9,2025-12-22 21:00:00
ACCT03318,2025-12-22,22364.85,2025-12-22 08:00:00
ACCT03319,2025-12-22,58561.72,2025-12-22 23:00:00
ACCT03319,2025-12-22,57721.28,2025-12-22 18:00:00
ACCT03320,2025-12-22,79183.38,2025-12-22 02:00:00
ACCT03321,2025-12-22,35164.33,2025-12-22 12:00:00
